repository,stars,language,created_at,updated_at,forks,open_issues,size,default_branch,description,url,clone_url,archived,disabled,architecture,community,continuous_integration,documentation,history,issues,license,size_metric,unit_test
vuejs/apollo,6058,TypeScript,2016-09-18T18:44:06Z,2025-07-11T13:57:17Z,522,273,6911,v4,🚀 Apollo/GraphQL integration for VueJS,https://github.com/vuejs/apollo,https://github.com/vuejs/apollo.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
openblocks-dev/openblocks,6050,TypeScript,2022-11-14T09:04:00Z,2025-07-11T14:48:40Z,383,130,136433,develop,🔥 🔥 🔥 The Open Source Retool Alternative,https://github.com/openblocks-dev/openblocks,https://github.com/openblocks-dev/openblocks.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
konvajs/react-konva,6043,TypeScript,2016-01-03T08:14:17Z,2025-07-11T07:06:02Z,278,2,2737,master,React + Canvas = Love. JavaScript library for drawing complex canvas graphics using React.,https://github.com/konvajs/react-konva,https://github.com/konvajs/react-konva.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
graphql-editor/graphql-editor,6035,TypeScript,2018-09-18T15:22:58Z,2025-07-12T07:41:29Z,285,20,32378,master,📺 Visual Editor & GraphQL IDE. ,https://github.com/graphql-editor/graphql-editor,https://github.com/graphql-editor/graphql-editor.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ghostfolio/ghostfolio,6033,TypeScript,2021-04-13T19:51:25Z,2025-07-12T07:30:57Z,667,148,55561,main,Open Source Wealth Management Software. Angular + NestJS + Prisma + Nx + TypeScript 🤍,https://github.com/ghostfolio/ghostfolio,https://github.com/ghostfolio/ghostfolio.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
supermacro/neverthrow,6032,TypeScript,2019-04-28T05:02:32Z,2025-07-12T11:49:05Z,117,62,2004,master,Type-Safe Errors for JS & TypeScript,https://github.com/supermacro/neverthrow,https://github.com/supermacro/neverthrow.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
graffle-js/graffle,6024,TypeScript,2017-05-10T20:05:07Z,2025-07-11T17:38:41Z,310,43,13041,main,Simple GraphQL Client for JavaScript. Minimal. Extensible. Type Safe. Runs everywhere.,https://github.com/graffle-js/graffle,https://github.com/graffle-js/graffle.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
openai/openai-realtime-agents,6022,TypeScript,2025-01-16T01:29:28Z,2025-07-12T10:11:44Z,828,22,2220,main,"This is a simple demonstration of more advanced, agentic patterns built on top of the Realtime API.",https://github.com/openai/openai-realtime-agents,https://github.com/openai/openai-realtime-agents.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wclr/yalc,6021,TypeScript,2017-04-17T00:08:27Z,2025-07-11T16:19:49Z,155,118,429,master,Work with yarn/npm packages locally like a boss.,https://github.com/wclr/yalc,https://github.com/wclr/yalc.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LokerL/tts-vue,6016,TypeScript,2022-07-26T09:54:44Z,2025-07-12T05:01:42Z,866,41,31647,main,🎤 微软语音合成工具，使用 Electron + Vue + ElementPlus + Vite 构建。,https://github.com/LokerL/tts-vue,https://github.com/LokerL/tts-vue.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Jigsaw-Code/outline-server,6010,TypeScript,2018-03-13T21:24:49Z,2025-07-12T07:01:01Z,839,159,248395,master,"Outline Server, developed by Jigsaw. The Outline Server is a proxy server that runs a Shadowsocks instance and provides a REST API for access key management.",https://github.com/Jigsaw-Code/outline-server,https://github.com/Jigsaw-Code/outline-server.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
reach/reach-ui,5999,TypeScript,2018-07-31T05:41:40Z,2025-07-01T22:45:32Z,561,99,31046,dev,The Accessible Foundation for React Apps and Design Systems,https://github.com/reach/reach-ui,https://github.com/reach/reach-ui.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
superagent-ai/superagent,5998,TypeScript,2023-05-10T18:50:39Z,2025-07-11T18:53:11Z,909,64,68043,main,🥷 Run AI-agents with an API,https://github.com/superagent-ai/superagent,https://github.com/superagent-ai/superagent.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Shopify/polaris,5997,TypeScript,2017-04-20T18:26:34Z,2025-07-11T03:36:49Z,1215,169,276315,main,Shopify’s design system to help us work together to build a great experience for all of our merchants.,https://github.com/Shopify/polaris,https://github.com/Shopify/polaris.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
photoview/photoview,5995,TypeScript,2019-07-07T13:55:00Z,2025-07-12T12:31:55Z,425,182,61488,master,Photo gallery for self-hosted personal servers,https://github.com/photoview/photoview,https://github.com/photoview/photoview.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
stack-auth/stack-auth,5990,TypeScript,2024-02-28T13:01:24Z,2025-07-12T09:31:17Z,425,72,20739,dev,Open-source Auth0/Clerk alternative,https://github.com/stack-auth/stack-auth,https://github.com/stack-auth/stack-auth.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gaozhangmin/aliyunpan,5990,TypeScript,2023-02-23T07:13:23Z,2025-07-12T02:54:17Z,308,103,131923,main,小白羊网盘 - Powered by 阿里云盘。,https://github.com/gaozhangmin/aliyunpan,https://github.com/gaozhangmin/aliyunpan.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
langchain-ai/chat-langchain,5972,TypeScript,2023-01-16T20:43:13Z,2025-07-09T15:29:40Z,1411,135,11835,master,,https://github.com/langchain-ai/chat-langchain,https://github.com/langchain-ai/chat-langchain.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
i18next/next-i18next,5972,TypeScript,2018-11-09T20:23:21Z,2025-07-11T19:13:26Z,767,0,8882,master,The easiest way to translate your NextJs apps.,https://github.com/i18next/next-i18next,https://github.com/i18next/next-i18next.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
thelounge/thelounge,5950,TypeScript,2016-02-09T03:16:03Z,2025-07-12T03:30:44Z,710,310,24861,master,"💬  ‎ Modern, responsive, cross-platform, self-hosted web IRC client",https://github.com/thelounge/thelounge,https://github.com/thelounge/thelounge.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ryo-ma/github-profile-trophy,5945,TypeScript,2020-08-22T16:21:19Z,2025-07-12T04:52:09Z,926,18,284,master,🏆 Add dynamically generated GitHub Stat Trophies  on your readme,https://github.com/ryo-ma/github-profile-trophy,https://github.com/ryo-ma/github-profile-trophy.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
purocean/yn,5938,TypeScript,2018-01-29T05:30:00Z,2025-07-12T07:55:54Z,904,42,34571,develop,"A highly extensible Markdown editor. Version control, AI Copilot, mind map, documents encryption, code snippet running, integrated terminal, chart embedding, HTML applets, Reveal.js, plug-in, and macro replacement.",https://github.com/purocean/yn,https://github.com/purocean/yn.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
realm/realm-js,5925,TypeScript,2015-08-13T15:51:36Z,2025-07-11T19:25:08Z,599,621,129854,main, Realm is a mobile database: an alternative to SQLite & key-value stores,https://github.com/realm/realm-js,https://github.com/realm/realm-js.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
naver/billboard.js,5923,TypeScript,2017-06-08T02:54:44Z,2025-07-11T09:34:57Z,358,154,202473,master," 📊 Re-usable, easy interface JavaScript chart library based on D3.js",https://github.com/naver/billboard.js,https://github.com/naver/billboard.js.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
josStorer/RWKV-Runner,5923,TypeScript,2023-05-05T04:21:56Z,2025-07-12T07:01:15Z,556,173,71476,master,"A RWKV management and startup tool, full automation, only 8MB. And provides an interface compatible with the OpenAI API. RWKV is a large language model that is fully open source and available for commercial use.",https://github.com/josStorer/RWKV-Runner,https://github.com/josStorer/RWKV-Runner.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
netless-io/flat,5921,TypeScript,2020-08-26T02:21:53Z,2025-07-11T06:40:50Z,836,9,81123,main,"Project flat is the Web, Windows and macOS client of Agora Flat open source classroom.",https://github.com/netless-io/flat,https://github.com/netless-io/flat.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
serialport/node-serialport,5921,TypeScript,2010-09-07T12:24:28Z,2025-07-11T09:43:43Z,1014,169,8360,main,"Access serial ports with JavaScript. Linux, OSX and Windows. Welcome your robotic JavaScript overlords. Better yet, program them!",https://github.com/serialport/node-serialport,https://github.com/serialport/node-serialport.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
retorquere/zotero-better-bibtex,5914,TypeScript,2013-09-20T08:26:14Z,2025-07-12T14:29:30Z,339,40,369908,master,Make Zotero effective for us LaTeX holdouts,https://github.com/retorquere/zotero-better-bibtex,https://github.com/retorquere/zotero-better-bibtex.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bytedance/flowgram.ai,5911,TypeScript,2025-02-17T03:33:58Z,2025-07-12T12:39:48Z,479,40,51294,main,FlowGram is a node-based flow building engine that helps developers quickly create workflows in either fixed layout or free connection layout modes,https://github.com/bytedance/flowgram.ai,https://github.com/bytedance/flowgram.ai.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MODSetter/SurfSense,5907,TypeScript,2024-07-30T23:00:09Z,2025-07-12T12:52:06Z,433,36,3786,main,"Open Source Alternative to NotebookLM / Perplexity / Glean, connected to external sources such as search engines (Tavily, Linkup), Slack, Linear, Notion, YouTube, GitHub, Discord and more.",https://github.com/MODSetter/SurfSense,https://github.com/MODSetter/SurfSense.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mixn/carbon-now-cli,5905,TypeScript,2018-07-02T13:33:05Z,2025-07-11T23:53:41Z,125,7,23677,master,🎨 Beautiful images of your code — from right inside your terminal.,https://github.com/mixn/carbon-now-cli,https://github.com/mixn/carbon-now-cli.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lesspass/lesspass,5873,TypeScript,2015-12-10T19:23:59Z,2025-07-05T21:20:32Z,343,20,47305,main,:key: stateless open source password manager,https://github.com/lesspass/lesspass,https://github.com/lesspass/lesspass.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OneUptime/oneuptime,5867,TypeScript,2021-06-27T13:19:42Z,2025-07-11T21:42:26Z,279,227,481292,master,OneUptime is the complete open-source observability platform.,https://github.com/OneUptime/oneuptime,https://github.com/OneUptime/oneuptime.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
plasmicapp/plasmic,5866,TypeScript,2021-02-02T19:37:59Z,2025-07-12T14:05:38Z,544,45,213142,master,"Visual builder for React. Build apps, websites, and content. Integrate with your codebase.",https://github.com/plasmicapp/plasmic,https://github.com/plasmicapp/plasmic.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
a16z-infra/companion-app,5851,TypeScript,2023-06-22T04:25:35Z,2025-07-10T11:15:10Z,967,33,4917,main,AI companions with memory: a lightweight stack to create and host your own AI companions,https://github.com/a16z-infra/companion-app,https://github.com/a16z-infra/companion-app.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
standardnotes/app,5839,TypeScript,2016-12-05T23:31:33Z,2025-07-12T03:16:02Z,468,86,1712769,main,"Think fearlessly with end-to-end encrypted notes and files. For issues, visit https://standardnotes.com/forum or https://standardnotes.com/help.",https://github.com/standardnotes/app,https://github.com/standardnotes/app.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nickscamara/open-deep-research,5837,TypeScript,2025-02-03T16:02:40Z,2025-07-12T01:42:22Z,726,42,810,main,An open source deep research clone. AI Agent that reasons large amounts of web data extracted with Firecrawl,https://github.com/nickscamara/open-deep-research,https://github.com/nickscamara/open-deep-research.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
microsoft/vscode-cpptools,5836,TypeScript,2016-03-26T21:26:30Z,2025-07-12T01:55:56Z,1615,1410,60059,main,Official repository for the Microsoft C/C++ extension for VS Code.,https://github.com/microsoft/vscode-cpptools,https://github.com/microsoft/vscode-cpptools.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ixartz/SaaS-Boilerplate,5835,TypeScript,2024-03-29T19:25:52Z,2025-07-12T14:23:56Z,953,3,5264,main,"🚀🎉📚 SaaS Boilerplate built with Next.js + Tailwind CSS + Shadcn UI + TypeScript. ⚡️ Full-stack React application with Auth, Multi-tenancy, Roles & Permissions, i18n, Landing Page, DB, Logging, Testing",https://github.com/ixartz/SaaS-Boilerplate,https://github.com/ixartz/SaaS-Boilerplate.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pacocoursey/next-themes,5831,TypeScript,2020-10-10T05:32:52Z,2025-07-12T13:27:45Z,222,38,774,main,Perfect Next.js dark mode in 2 lines of code. Support System preference and any other theme with no flashing,https://github.com/pacocoursey/next-themes,https://github.com/pacocoursey/next-themes.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CJex/regulex,5812,TypeScript,2014-05-05T02:40:52Z,2025-07-10T11:13:13Z,763,22,417,master,:construction: Regular Expression Excited!,https://github.com/CJex/regulex,https://github.com/CJex/regulex.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hatchet-dev/hatchet,5812,TypeScript,2023-12-15T17:50:29Z,2025-07-12T01:09:24Z,244,78,99072,main,🪓 Run Background Tasks at Scale,https://github.com/hatchet-dev/hatchet,https://github.com/hatchet-dev/hatchet.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
petyosi/react-virtuoso,5800,TypeScript,2019-05-03T05:39:04Z,2025-07-11T06:27:24Z,326,41,62489,master,The most powerful virtual list component for React,https://github.com/petyosi/react-virtuoso,https://github.com/petyosi/react-virtuoso.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
vuejs/vue-class-component,5793,TypeScript,2015-06-25T20:10:06Z,2025-07-10T16:32:49Z,433,100,1671,master,ES / TypeScript decorator for class-style Vue components.,https://github.com/vuejs/vue-class-component,https://github.com/vuejs/vue-class-component.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pawelmalak/flame,5792,TypeScript,2021-05-08T16:49:26Z,2025-07-12T07:04:03Z,298,170,3459,master,Flame is self-hosted startpage for your server. Easily manage your apps and bookmarks with built-in editors.,https://github.com/pawelmalak/flame,https://github.com/pawelmalak/flame.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
alangpierce/sucrase,5790,TypeScript,2017-10-03T16:54:00Z,2025-07-09T03:10:08Z,147,79,18882,main,Super-fast alternative to Babel for when you can target modern JS runtimes,https://github.com/alangpierce/sucrase,https://github.com/alangpierce/sucrase.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
isaacs/rimraf,5782,TypeScript,2011-02-08T08:58:20Z,2025-07-11T14:35:27Z,256,13,948,main,A `rm -rf` util for nodejs,https://github.com/isaacs/rimraf,https://github.com/isaacs/rimraf.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
PawanOsman/ChatGPT,5776,TypeScript,2022-12-06T16:39:11Z,2025-07-12T12:40:45Z,1025,0,107,main,OpenAI API Free Reverse Proxy,https://github.com/PawanOsman/ChatGPT,https://github.com/PawanOsman/ChatGPT.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sinclairzx81/typebox,5776,TypeScript,2017-04-06T17:08:46Z,2025-07-11T15:36:59Z,184,19,14362,master,Json Schema Type Builder with Static Type Resolution for TypeScript,https://github.com/sinclairzx81/typebox,https://github.com/sinclairzx81/typebox.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xushengfeng/eSearch,5771,TypeScript,2021-10-06T01:06:58Z,2025-07-12T14:00:09Z,438,48,76185,master,截屏 离线OCR 搜索翻译 以图搜图 贴图 录屏 万向滚动截屏 屏幕翻译   Screenshot  Offline OCR   Search   Translate   Search for picture   Paste the picture on the screen   Screen recorder   Omnidirectional scrolling screenshot   Screen translator  支持Windows Linux macOS,https://github.com/xushengfeng/eSearch,https://github.com/xushengfeng/eSearch.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vuejs/vetur,5766,TypeScript,2016-10-29T23:20:43Z,2025-07-10T16:32:06Z,597,354,13255,master,Vue tooling for VS Code.,https://github.com/vuejs/vetur,https://github.com/vuejs/vetur.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
leongersen/noUiSlider,5761,TypeScript,2011-11-19T12:38:41Z,2025-07-10T10:41:21Z,662,43,2764,master,"noUiSlider is a lightweight, ARIA-accessible JavaScript range slider with multi-touch and keyboard support. It is fully GPU animated: no reflows, so it is fast; even on older devices. It also fits wonderfully in responsive designs and has no dependencies.",https://github.com/leongersen/noUiSlider,https://github.com/leongersen/noUiSlider.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bepass-org/oblivion-desktop,5759,TypeScript,2024-04-11T08:55:55Z,2025-07-12T14:24:53Z,602,2,9831,main,Oblivion Desktop - Unofficial Warp Client for Windows/Mac/Linux,https://github.com/bepass-org/oblivion-desktop,https://github.com/bepass-org/oblivion-desktop.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
tridactyl/tridactyl,5755,TypeScript,2017-02-24T18:29:34Z,2025-07-11T10:41:21Z,415,874,35014,master,"A Vim-like interface for Firefox, inspired by Vimperator/Pentadactyl.",https://github.com/tridactyl/tridactyl,https://github.com/tridactyl/tridactyl.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
remotely-save/remotely-save,5752,TypeScript,2021-10-17T14:47:46Z,2025-07-12T01:54:05Z,257,152,1430,master,"Sync notes between local and cloud with smart conflict: S3 (Amazon S3/Cloudflare R2/Backblaze B2/...), Dropbox, webdav (NextCloud/InfiniCLOUD/Synology/...), OneDrive, Google Drive (GDrive), Box, pCloud, Yandex Disk, Koofr, Azure Blob Storage.",https://github.com/remotely-save/remotely-save,https://github.com/remotely-save/remotely-save.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cypress-io/cypress-realworld-app,5731,TypeScript,2020-01-06T18:39:43Z,2025-07-10T07:21:00Z,2403,40,11958,develop,"A payment application to demonstrate real-world usage of Cypress testing methods, patterns, and workflows.",https://github.com/cypress-io/cypress-realworld-app,https://github.com/cypress-io/cypress-realworld-app.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
sanity-io/sanity,5725,TypeScript,2017-01-18T19:19:02Z,2025-07-12T10:51:42Z,482,519,132995,main,Sanity Studio – Rapidly configure content workspaces powered by structured content,https://github.com/sanity-io/sanity,https://github.com/sanity-io/sanity.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
anyproto/anytype-ts,5711,TypeScript,2023-05-22T10:39:33Z,2025-07-12T14:29:35Z,352,126,930901,main,"Official Anytype client for MacOS, Linux, and Windows",https://github.com/anyproto/anytype-ts,https://github.com/anyproto/anytype-ts.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
maximegris/angular-electron,5705,TypeScript,2017-04-02T11:15:28Z,2025-07-11T17:34:10Z,1376,16,4376,main,Ultra-fast bootstrapping with Angular and Electron :speedboat:,https://github.com/maximegris/angular-electron,https://github.com/maximegris/angular-electron.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
piotrwitek/utility-types,5697,TypeScript,2016-12-13T21:41:41Z,2025-07-12T11:39:20Z,227,58,579,master,"Collection of utility types, complementing TypeScript built-in mapped types and aliases (think ""lodash"" for static types).",https://github.com/piotrwitek/utility-types,https://github.com/piotrwitek/utility-types.git,False,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
